Date Local,Arithmetic Mean,Arithmetic Mean_temp,Arithmetic Mean_rhdp,Arithmetic Mean_winddirection,Arithmetic Mean_windspeed
2000-02-17,0.013235,52.208333,78.291667,107.291667,3.108333
2000-02-18,0.021882,57.833333,58.25,97.333333,3.354167
2000-02-19,0.028412,64.458333,34.166667,101.958333,4.320833
2000-02-20,0.032412,56.541667,81.041667,108.25,5.925
2000-02-21,0.028824,48.75,90.5,65.166667,5.775
2000-02-22,0.006235,53.625,83.416667,155.125,2.604167
2000-02-23,0.017176,49.916667,97.708333,91.708333,4.1625
2000-02-24,0.011882,49.291667,72.333333,118.291667,3.3625
2000-02-25,0.007059,52.75,81.125,135.791667,2.741667
2000-02-26,0.013353,57.291667,73.875,135.708333,2.558333
2000-02-27,0.011824,51.416667,98.166667,169.458333,2.491667
2000-02-28,0.012824,52.875,76.791667,114.166667,3.25
2000-02-29,0.010235,54.875,73.166667,163.5,3.7875
2000-03-01,0.016765,55.708333,70.541667,128.541667,4.516667
2000-03-02,0.013471,58.25,60.291667,178.416667,3.029167
2000-03-03,0.024647,55.166667,80.625,176.791667,3.683333
2000-03-04,0.021529,50.916667,87.75,149.375,3.108333
2000-03-05,0.024941,48.041667,91.0,126.958333,5.6
2000-03-06,0.015824,49.875,69.416667,131.625,4.083333
2000-03-07,0.018471,50.291667,78.666667,73.333333,4.216667
2000-03-08,0.018824,50.208333,91.583333,79.875,4.620833
2000-03-09,0.014,52.958333,76.583333,126.333333,3.933333
2000-03-10,0.026118,60.083333,58.708333,150.125,3.458333
2000-03-11,0.026471,67.5,38.25,126.291667,3.825
2000-03-12,0.025765,65.916667,52.041667,193.041667,2.766667
2000-03-13,0.012412,60.083333,82.875,252.708333,2.85
2000-03-14,0.012353,65.416667,67.291667,194.791667,2.495833
2000-03-15,0.021529,61.208333,82.041667,264.833333,2.8875
2000-03-16,0.028941,61.375,83.708333,212.416667,3.65
2000-03-17,0.021412,64.791667,70.416667,213.041667,3.320833
2000-03-18,0.027,68.583333,43.291667,195.666667,2.491667
2000-03-19,0.034235,65.041667,57.166667,196.791667,3.425
2000-03-20,0.044941,61.875,40.375,112.333333,5.1625
2000-03-21,0.020471,62.625,23.958333,161.458333,7.658333
2000-03-22,0.020529,61.041667,43.875,178.25,4.154167
2000-03-23,0.017294,59.291667,55.375,167.208333,3.5625
2000-03-24,0.013529,59.375,66.875,191.583333,2.9625
2000-03-25,0.019529,56.791667,78.833333,210.333333,2.8875
2000-03-26,0.027706,59.958333,71.75,179.666667,2.925
2000-03-27,0.024647,58.416667,78.75,228.958333,2.716667
2000-03-28,0.015824,56.291667,79.833333,220.5,2.55
2000-03-29,0.014,56.916667,80.208333,234.5,2.804167
2000-03-30,0.018529,58.791667,77.375,198.666667,3.254167
2000-03-31,0.042941,68.583333,27.875,71.625,5.291667
2000-04-01,0.039647,73.5,15.333333,149.875,4.945833
2000-04-02,0.034882,66.958333,41.5,183.5,3.541667
2000-04-03,0.019529,66.625,68.041667,212.166667,2.991667
2000-04-04,0.021588,67.375,70.791667,195.708333,2.920833
2000-04-05,0.014882,62.833333,77.416667,240.625,3.1125
2000-04-06,0.016882,59.916667,83.5,230.625,3.754167
2000-04-07,0.018471,62.541667,79.375,199.166667,3.608333
2000-04-08,0.027647,65.833333,68.875,185.75,2.858333
2000-04-09,0.026765,62.583333,63.25,193.333333,3.254167
2000-04-10,0.018941,63.416667,70.458333,190.75,3.1375
2000-04-11,0.023118,69.0,62.541667,186.5,2.845833
2000-04-12,0.023824,70.666667,54.916667,225.291667,3.2875
2000-04-13,0.012882,64.625,72.75,222.125,3.2125
2000-04-14,0.016941,57.416667,81.75,229.5,3.720833
2000-04-15,0.017765,58.875,75.166667,150.125,3.208333
2000-04-16,0.031353,60.0,72.833333,139.791667,2.9625
2000-04-17,0.014588,53.958333,88.666667,115.333333,3.65
2000-04-18,0.025118,54.875,83.583333,152.75,4.05
2000-04-19,0.017118,60.333333,69.5,160.708333,3.725
2000-04-20,0.023588,66.416667,61.583333,208.625,3.254167
2000-04-21,0.024529,58.541667,85.791667,195.208333,3.066667
2000-04-22,0.027824,58.791667,88.583333,262.458333,3.425
2000-04-23,0.024059,60.458333,83.541667,245.25,3.0625
2000-04-24,0.023,66.666667,72.875,178.166667,2.420833
2000-04-25,0.031529,71.583333,64.75,188.791667,2.5625
2000-04-26,0.040294,75.166667,55.458333,221.666667,2.779167
2000-04-27,0.036235,67.208333,78.625,217.708333,3.65
2000-04-28,0.021118,61.041667,88.125,257.625,3.466667
2000-04-29,0.032529,66.375,58.75,154.708333,3.208333
2000-04-30,0.041706,72.416667,44.833333,158.333333,3.1875
2000-05-01,0.031118,73.541667,46.458333,181.958333,3.0625
2000-05-02,0.030941,71.666667,58.666667,214.291667,3.15
2000-05-03,0.037118,69.791667,73.75,239.208333,3.429167
2000-05-04,0.042,67.583333,81.875,224.375,4.045833
2000-05-05,0.032471,64.416667,86.375,235.708333,3.641667
2000-05-06,0.040235,65.608696,78.0,262.434783,3.895652
2000-05-07,0.031882,65.25,77.375,257.25,3.029167
2000-05-08,0.009588,63.958333,88.208333,168.666667,2.741667
2000-05-09,0.020235,66.875,80.875,236.625,3.070833
2000-05-10,0.027765,62.958333,83.083333,227.583333,3.25
2000-05-11,0.036882,63.583333,55.291667,120.416667,3.354167
2000-05-12,0.038882,70.666667,25.291667,136.541667,4.470833
2000-05-13,0.037765,70.958333,29.25,198.958333,3.508333
2000-05-14,0.031706,64.958333,52.333333,207.666667,3.1375
2000-05-15,0.028,63.375,66.916667,222.791667,4.5625
2000-05-16,0.028176,59.166667,71.125,232.25,4.954167
2000-05-17,0.028353,63.875,68.458333,160.375,3.2875
2000-05-18,0.027765,69.958333,61.041667,183.625,3.608333
2000-05-19,0.031059,74.041667,62.041667,221.541667,3.104167
2000-05-20,0.056588,75.875,62.25,244.0,3.716667
2000-05-21,0.053176,74.0,74.416667,232.166667,3.691667
2000-05-22,0.024471,69.333333,83.291667,241.0,4.258333
2000-05-23,0.020353,64.333333,92.458333,269.25,3.320833
2000-05-24,0.017647,62.541667,96.666667,253.166667,3.2875
2000-05-25,0.008176,60.666667,100.0,245.333333,3.329167
2000-05-26,0.022118,67.333333,83.458333,252.166667,2.666667
2000-05-27,0.062706,76.583333,69.208333,230.0,3.104167
2000-05-28,0.072412,78.956522,64.086957,230.043478,3.178261
2000-05-29,0.057529,72.875,80.625,255.875,3.9
2000-05-30,0.034588,70.541667,80.416667,239.583333,3.679167
2000-05-31,0.034529,69.25,77.375,234.083333,3.504167
2000-06-01,0.041059,71.5,70.791667,217.25,3.4
2000-06-02,0.039059,71.958333,64.166667,227.416667,3.175
2000-06-03,0.047941,72.416667,65.791667,221.083333,3.0375
2000-06-04,0.050471,73.958333,60.916667,220.833333,2.783333
2000-06-05,0.020471,73.416667,61.25,250.375,3.175
2000-06-06,0.029471,73.833333,55.125,214.333333,3.075
2000-06-07,0.029706,71.291667,59.708333,223.541667,3.6875
2000-06-08,0.019588,63.75,69.083333,147.625,4.154167
2000-06-09,0.025824,66.166667,64.5,155.333333,4.375
2000-06-10,0.045824,68.583333,66.916667,220.75,3.283333
2000-06-11,0.052176,70.958333,64.5,184.625,3.245833
2000-06-12,0.041176,74.875,57.333333,224.041667,2.895833
2000-06-13,0.025529,75.791667,65.291667,244.625,3.791667
2000-06-14,0.023647,72.291667,81.625,260.083333,3.995833
2000-06-15,0.030706,73.375,76.375,263.25,3.783333
2000-06-16,0.026529,70.375,81.166667,265.125,3.3125
2000-06-17,0.036294,70.416667,82.833333,255.291667,3.8625
2000-06-18,0.030294,70.666667,77.958333,219.125,4.2
2000-06-19,0.026118,71.625,73.041667,186.166667,3.795833
2000-06-20,0.029471,71.458333,73.708333,214.541667,3.995833
2000-06-21,0.029059,71.791667,80.25,254.458333,3.825
2000-06-22,0.029765,73.791667,76.541667,249.041667,3.533333
2000-06-23,0.024882,71.791667,80.75,255.416667,4.020833
2000-06-24,0.032824,74.416667,72.25,195.291667,3.8625
2000-06-25,0.034412,79.416667,61.541667,232.25,2.770833
2000-06-26,0.023235,80.416667,57.875,235.458333,3.1375
2000-06-27,0.024471,79.0,65.291667,250.458333,3.608333
2000-06-28,0.032,76.958333,73.375,252.75,3.7875
2000-06-29,0.028882,75.125,76.5,257.333333,3.791667
2000-06-30,0.031941,73.416667,77.375,231.958333,4.020833
2000-07-01,0.043353,73.416667,77.125,250.416667,3.433333
2000-07-02,0.038412,73.041667,73.375,212.708333,3.5375
2000-07-03,0.031353,70.625,73.041667,234.458333,3.820833
2000-07-04,0.038765,69.55,69.45,177.55,4.065
2000-07-05,0.03,70.041667,68.916667,215.0,3.3875
2000-07-06,0.021353,71.375,65.875,213.541667,3.541667
2000-07-07,0.022471,70.833333,68.666667,235.75,3.470833
2000-07-08,0.032118,69.666667,71.541667,237.208333,4.041667
2000-07-09,0.034412,69.083333,75.333333,213.0,3.9375
2000-07-10,0.029353,69.125,74.916667,212.125,4.225
2000-07-11,0.027,68.041667,75.75,197.875,4.183333
2000-07-12,0.028706,68.5,79.625,273.791667,3.5625
2000-07-13,0.025529,72.208333,65.375,207.666667,2.991667
2000-07-14,0.029294,74.166667,63.625,219.333333,3.1
2000-07-15,0.032118,72.208333,71.708333,257.041667,3.566667
2000-07-16,0.035706,70.916667,77.041667,253.291667,3.5375
2000-07-17,0.029882,74.583333,65.708333,221.041667,2.529167
2000-07-18,0.030235,80.291667,53.875,218.958333,3.029167
2000-07-19,0.037941,82.375,50.875,219.458333,3.15
2000-07-20,0.037412,79.625,54.875,236.666667,3.470833
2000-07-21,0.026706,73.125,76.958333,261.541667,3.829167
2000-07-22,0.045,77.333333,67.875,233.833333,3.179167
2000-07-23,0.035294,78.958333,63.333333,248.75,3.220833
2000-07-24,0.028294,78.833333,62.666667,249.958333,3.25
2000-07-25,0.027294,78.25,67.375,251.666667,3.320833
2000-07-26,0.036765,77.083333,71.25,258.875,3.825
2000-07-27,0.042294,77.541667,70.958333,251.083333,3.6875
2000-07-28,0.036176,78.0,65.833333,240.791667,3.641667
2000-07-29,0.030824,75.666667,72.166667,260.208333,3.325
2000-07-30,0.049118,76.0,75.5,255.166667,3.775
2000-07-31,0.027471,78.291667,74.666667,211.875,2.8125
2000-08-01,0.023529,82.541667,60.625,214.458333,3.2875
2000-08-02,0.025824,78.916667,67.958333,251.333333,3.6125
2000-08-03,0.032824,78.791667,68.708333,255.291667,3.2375
2000-08-04,0.026,79.125,66.75,255.666667,3.075
2000-08-05,0.044,80.041667,65.125,223.25,3.479167
2000-08-06,0.045353,76.666667,77.166667,255.875,4.083333
2000-08-07,0.028,74.875,79.375,239.041667,3.5375
2000-08-08,0.034588,75.083333,75.666667,227.458333,3.316667
2000-08-09,0.026588,77.083333,64.75,242.916667,2.825
2000-08-10,0.023941,81.291667,47.041667,207.916667,2.65
2000-08-11,0.038118,84.333333,41.333333,214.583333,3.104167
2000-08-12,0.053529,82.208333,51.416667,226.958333,3.141667
2000-08-13,0.068647,80.333333,60.25,236.416667,3.2125
2000-08-14,0.028176,80.166667,65.5,220.791667,3.366667
2000-08-15,0.031176,80.75,69.25,236.625,3.579167
2000-08-16,0.04,83.458333,54.208333,221.333333,3.004167
2000-08-17,0.024882,81.125,55.125,220.083333,3.429167
2000-08-18,0.020941,79.791667,57.791667,233.416667,2.966667
2000-08-19,0.039706,79.0,54.208333,216.041667,2.891667
2000-08-20,0.040529,75.791667,60.208333,223.5,2.929167
2000-08-21,0.029412,74.416667,68.166667,234.041667,3.170833
2000-08-22,0.033353,73.208333,72.458333,215.125,3.9
2000-08-23,0.034765,75.0,69.208333,255.125,3.1375
2000-08-24,0.030824,76.416667,71.791667,253.958333,3.358333
2000-08-25,0.026118,76.083333,71.958333,250.375,3.608333
2000-08-26,0.028941,75.791667,68.375,240.833333,3.3625
2000-08-27,0.024824,72.083333,78.25,235.916667,3.616667
2000-08-28,0.013176,71.416667,83.708333,252.375,3.5375
2000-08-29,0.008235,66.041667,97.875,264.666667,3.495833
2000-08-30,0.018471,70.041667,80.625,243.125,3.904167
2000-08-31,0.020824,69.791667,72.083333,250.708333,3.979167
2000-09-01,0.014,67.041667,78.958333,248.833333,4.179167
2000-09-02,0.018882,68.416667,72.625,167.708333,4.15
2000-09-03,0.025588,70.125,67.5,163.916667,3.2875
2000-09-04,0.028765,71.583333,63.666667,197.875,2.741667
2000-09-05,0.024471,74.041667,52.291667,199.583333,2.75
2000-09-06,0.027353,76.625,46.666667,199.333333,2.741667
2000-09-07,0.023647,77.0,46.875,203.125,2.633333
2000-09-08,0.017647,71.666667,69.958333,240.375,3.141667
2000-09-09,0.026765,70.625,68.291667,252.666667,2.708333
2000-09-10,0.038647,73.375,54.375,199.416667,2.770833
2000-09-11,0.023941,80.583333,33.5,166.333333,2.491667
2000-09-12,0.025529,82.416667,28.875,169.791667,2.445833
2000-09-13,0.026235,81.458333,45.208333,215.291667,3.475
2000-09-14,0.013647,76.875,75.541667,219.708333,3.0625
2000-09-15,0.020824,79.375,68.875,201.666667,2.608333
2000-09-16,0.038118,86.375,43.791667,188.916667,2.716667
2000-09-17,0.047,81.041667,61.666667,210.041667,2.995833
2000-09-18,0.029176,78.708333,70.333333,226.041667,3.3375
2000-09-19,0.023,73.833333,79.416667,225.541667,3.2875
2000-09-20,0.032353,70.75,85.75,218.916667,3.475
2000-09-21,0.016529,65.583333,97.958333,229.291667,2.391667
2000-09-22,0.015941,65.166667,89.166667,86.25,3.108333
2000-09-23,0.013706,66.041667,85.5,140.75,3.833333
2000-09-24,0.021588,70.708333,73.375,173.916667,3.1375
2000-09-25,0.022882,75.708333,56.458333,156.791667,2.429167
2000-09-26,0.020824,73.166667,66.291667,190.708333,3.133333
2000-09-27,0.015176,67.666667,89.875,205.875,3.070833
2000-09-28,0.020588,68.625,87.958333,248.541667,3.179167
2000-09-29,0.028235,69.041667,80.458333,156.458333,3.391667
2000-09-30,0.030647,67.5,87.708333,157.75,3.283333
2000-10-04,0.004,65.791667,90.5,244.25,2.4625
2000-10-21,0.026059,63.333333,89.25,159.791667,2.883333
2000-10-22,0.017647,65.833333,67.916667,175.041667,3.254167
2000-10-23,0.012294,66.125,51.125,149.0,2.929167
2000-10-24,0.014294,65.458333,66.208333,138.041667,3.8625
2000-11-01,0.006647,60.875,58.583333,113.25,3.391667
2000-11-02,0.016588,63.583333,49.166667,120.708333,3.1125
2000-11-07,0.017,60.25,46.625,181.846154,2.607692
2000-11-22,0.012,54.958333,64.291667,59.666667,5.011111
2000-11-29,0.003941,55.208333,85.833333,193.9375,2.05
2001-01-01,0.019353,61.958333,36.208333,114.666667,2.091667
2001-01-02,0.027647,67.208333,17.583333,24.333333,3.366667
2001-01-16,0.028353,48.5,49.833333,86.291667,3.541667
2001-01-17,0.007588,52.166667,34.083333,157.916667,4.958333
2001-01-18,0.005941,53.583333,35.083333,84.217391,4.673913
2001-05-01,0.029294,63.708333,84.5,227.291667,3.866667
2001-05-02,0.021824,59.5,90.0,222.958333,3.325
2001-05-03,0.035412,68.083333,44.583333,128.625,3.170833
2001-05-04,0.031176,67.458333,40.666667,166.375,3.683333
2001-05-05,0.039176,68.958333,52.458333,194.708333,2.679167
2001-05-06,0.057471,70.875,55.208333,205.041667,3.091667
2001-05-07,0.029353,74.041667,53.208333,200.25,2.958333
2001-05-08,0.030412,75.875,57.291667,213.166667,2.7125
2001-05-09,0.027706,71.478261,73.217391,242.541667,3.5
2001-05-10,0.019059,69.791667,79.583333,245.333333,3.720833
2001-05-11,0.035765,67.458333,81.916667,251.291667,3.491667
2001-05-12,0.029882,63.833333,91.625,222.791667,3.570833
2001-05-13,0.036059,62.583333,86.875,254.5,3.841667
2001-05-14,0.027235,63.75,80.958333,208.083333,3.729167
2001-05-15,0.034235,66.125,81.791667,226.291667,3.508333
2001-05-16,0.035353,67.791667,81.416667,251.291667,3.35
2001-05-17,0.033353,67.583333,80.458333,238.625,4.225
2001-05-18,0.025412,66.333333,85.208333,248.791667,3.7875
2001-05-19,0.030412,65.333333,85.833333,254.083333,3.683333
2001-05-20,0.037882,65.083333,89.375,240.791667,3.2875
2001-05-21,0.028353,66.166667,89.5,224.083333,3.454167
2001-05-22,0.029765,71.75,80.041667,237.708333,3.2125
2001-05-23,0.041647,75.708333,72.791667,252.458333,3.745833
2001-05-24,0.023,67.541667,88.666667,249.375,3.941667
2001-05-25,0.033176,70.333333,79.708333,231.25,4.05
2001-05-26,0.033294,65.25,91.916667,248.958333,3.9125
2001-05-27,0.031941,61.666667,97.333333,259.916667,3.7125
2001-05-28,0.028176,63.583333,85.5,241.625,2.954167
2001-05-29,0.025176,69.416667,75.041667,255.916667,3.504167
2001-05-30,0.032824,71.375,77.208333,243.916667,3.470833
2001-05-31,0.034176,71.791667,79.916667,248.958333,3.5
2001-06-01,0.035765,68.791667,85.666667,254.708333,3.929167
2001-06-02,0.023588,62.5,98.916667,260.625,3.683333
2001-06-03,0.033412,63.208333,88.166667,256.958333,3.804167
2001-06-04,0.028,65.125,79.25,210.625,3.6125
2001-06-05,0.029647,66.583333,82.0,197.166667,3.175
2001-06-06,0.039353,69.75,81.875,256.041667,3.754167
2001-06-07,0.037,71.291667,83.083333,249.75,4.0
2001-06-08,0.044353,72.208333,81.125,249.541667,3.908333
2001-06-09,0.056824,72.333333,78.666667,255.041667,3.291667
2001-06-10,0.05,71.125,75.708333,241.583333,3.5375
2001-06-11,0.034235,69.458333,77.25,256.541667,3.720833
2001-06-12,0.021529,64.75,87.291667,245.0,3.0625
2001-06-13,0.028706,67.458333,82.166667,243.458333,3.925
2001-06-14,0.033882,74.954545,51.863636,163.458333,2.779167
2001-06-15,0.041059,77.5,56.5,212.541667,3.575
2001-06-16,0.052588,76.833333,61.958333,226.375,3.495833
2001-06-17,0.041529,75.416667,62.166667,237.666667,3.179167
2001-06-18,0.034235,77.541667,61.666667,236.25,3.35
2001-06-19,0.024353,78.208333,58.916667,230.916667,3.358333
2001-06-20,0.023706,77.625,62.25,217.541667,3.6875
2001-06-21,0.030471,79.041667,56.875,225.291667,3.533333
2001-06-22,0.030118,80.916667,45.333333,214.875,3.283333
2001-06-23,0.027235,77.958333,47.166667,229.166667,3.183333
2001-06-24,0.035176,75.625,58.375,230.5,3.5
2001-06-25,0.027235,73.625,64.458333,248.708333,3.491667
2001-06-26,0.022647,73.75,60.208333,221.458333,3.025
2001-06-27,0.017941,73.833333,58.791667,186.833333,3.429167
2001-06-28,0.014294,75.375,54.625,223.916667,3.291667
2001-06-29,0.025941,76.416667,65.333333,226.958333,3.4
2001-06-30,0.045588,76.583333,68.375,248.583333,3.945833
2001-07-01,0.046412,77.083333,68.833333,249.333333,4.116667
2001-07-02,0.027941,79.666667,70.458333,251.375,3.7875
2001-07-03,0.025471,80.583333,67.416667,221.291667,3.175
2001-07-04,0.042353,81.708333,65.083333,213.833333,3.804167
2001-07-05,0.009824,77.708333,78.625,214.375,3.608333
2001-07-06,0.019882,75.375,82.416667,242.291667,3.379167
2001-07-07,0.030235,75.541667,74.583333,244.75,3.65
2001-07-08,0.023176,73.208333,73.916667,251.666667,4.045833
2001-07-09,0.020235,70.833333,78.333333,252.625,4.2625
2001-07-10,0.021941,68.416667,82.208333,250.666667,4.0125
2001-07-11,0.022412,60.833333,95.083333,136.875,1.008333
2001-07-12,0.027471,72.625,64.25,215.041667,3.0
2001-07-13,0.031706,74.75,62.666667,214.0,3.333333
2001-07-14,0.044529,71.565217,75.913043,253.083333,3.541667
2001-07-15,0.039647,69.409091,76.909091,190.583333,3.470833
2001-07-16,0.021824,70.041667,70.041667,199.416667,3.6875
2001-07-17,0.021824,70.583333,65.625,206.916667,3.504167
2001-07-18,0.023118,71.333333,69.333333,217.916667,3.5
2001-07-19,0.024176,71.625,72.541667,224.75,3.579167
2001-07-20,0.020824,71.25,70.5,251.291667,3.5375
2001-07-21,0.024647,71.875,68.375,219.583333,3.4625
2001-07-22,0.030588,72.333333,66.041667,243.708333,3.395833
2001-07-23,0.021647,70.583333,73.291667,264.625,3.6875
2001-07-24,0.022647,70.0,77.583333,207.25,4.004167
2001-07-25,0.023824,70.125,79.25,237.041667,3.754167
2001-07-26,0.031235,72.333333,77.708333,235.083333,3.616667
2001-07-27,0.029941,72.909091,79.363636,241.458333,3.108333
2001-07-28,0.050471,74.541667,76.958333,248.75,3.608333
2001-07-29,0.040706,71.416667,82.041667,251.291667,3.833333
2001-07-30,0.028882,70.541667,79.375,218.166667,3.729167
2001-07-31,0.025294,71.125,75.5,167.333333,3.683333
2001-08-01,0.021353,71.458333,79.25,227.791667,3.825
2001-08-02,0.028059,71.375,80.625,252.791667,3.7625
2001-08-03,0.030529,70.625,80.958333,253.708333,3.6125
2001-08-04,0.043471,72.041667,72.75,257.041667,3.1375
2001-08-05,0.048412,77.125,62.875,237.791667,3.083333
2001-08-06,0.031706,79.041667,64.5,233.833333,3.258333
2001-08-07,0.029824,79.833333,62.625,252.291667,3.679167
2001-08-08,0.026235,75.416667,73.75,249.083333,4.145833
2001-08-09,0.028,72.291667,78.916667,252.416667,3.791667
2001-08-10,0.028529,73.083333,73.0,255.291667,3.208333
2001-08-11,0.043529,75.041667,69.083333,242.708333,3.579167
2001-08-12,0.045647,74.434783,72.913043,239.5,3.283333
2001-08-13,0.028941,76.391304,65.347826,256.958333,3.145833
2001-08-14,0.032941,80.041667,56.916667,241.5,3.1125
2001-08-15,0.036118,79.1,60.35,212.666667,2.529167
2001-08-16,0.034647,77.5,63.791667,252.0,3.2125
2001-08-17,0.037353,78.916667,62.541667,237.708333,3.245833
2001-08-18,0.045294,80.708333,61.25,226.583333,2.958333
2001-08-19,0.033,78.375,65.041667,238.0,3.216667
2001-08-20,0.023529,75.458333,71.333333,250.666667,3.504167
2001-08-21,0.029765,70.333333,79.75,238.666667,3.5
2001-08-22,0.025059,67.0,83.125,173.666667,1.691667
2001-08-23,0.033882,70.347826,80.217391,199.666667,2.379167
2001-08-24,0.042353,75.041667,70.625,220.375,2.966667
2001-08-25,0.054,76.208333,69.833333,233.916667,3.404167
2001-08-26,0.067235,76.416667,75.666667,250.0,3.395833
2001-08-27,0.043706,76.75,74.0,233.208333,3.754167
2001-08-28,0.024294,71.791667,81.583333,257.583333,4.179167
2001-08-29,0.017,65.4375,92.6875,192.041667,2.054167
2001-08-30,0.021176,71.652174,76.217391,185.416667,3.725
2001-08-31,0.015294,72.291667,80.25,238.791667,3.570833
2001-09-01,0.031588,75.958333,76.708333,209.458333,3.175
2001-09-02,0.025412,78.166667,75.25,240.125,3.616667
2001-09-03,0.021059,72.5,88.083333,243.0,3.575
2001-09-04,0.022176,74.541667,82.708333,238.333333,3.216667
2001-09-05,0.024412,74.0,83.75,251.916667,3.429167
2001-09-06,0.028353,70.541667,86.75,231.875,3.35
2001-09-07,0.027059,68.041667,85.708333,250.5,4.0125
2001-09-08,0.034412,67.833333,81.458333,244.125,3.6125
2001-09-09,0.037176,67.083333,86.916667,198.666667,3.716667
2001-09-10,0.018941,67.458333,86.666667,249.333333,3.141667
2001-09-11,0.022471,69.708333,82.833333,239.541667,3.425
2001-09-12,0.022706,70.791667,74.25,242.041667,3.275
2001-09-13,0.024529,72.958333,62.541667,201.666667,2.779167
2001-09-14,0.020824,75.318182,57.727273,214.791667,2.320833
2001-09-15,0.029647,71.1875,69.4375,224.833333,1.608333
2001-09-16,0.032118,69.727273,75.363636,236.0,2.045833
2001-09-17,0.022235,65.470588,83.764706,196.833333,2.120833
2001-09-18,0.026412,64.928571,91.428571,252.375,1.629167
2001-09-19,0.024588,66.9,85.95,253.583333,1.958333
2001-09-20,0.025647,68.684211,82.263158,265.041667,2.241667
2001-09-21,0.024353,71.217391,76.173913,223.708333,2.570833
2001-09-22,0.031294,73.125,71.0,226.708333,2.820833
2001-09-23,0.035059,70.708333,78.916667,232.708333,2.566667
2001-09-24,0.019824,78.5,59.375,188.041667,2.3125
2001-09-25,0.010941,80.708333,44.416667,176.125,3.254167
2001-09-26,0.015588,78.375,53.791667,225.916667,2.641667
2001-09-27,0.024882,77.375,57.458333,219.875,2.6
2001-09-28,0.024,74.708333,61.791667,199.791667,2.679167
2001-09-29,0.037412,77.5,52.625,176.875,2.270833
2001-09-30,0.033941,81.25,49.125,200.583333,2.991667
2001-10-01,0.024471,81.25,49.625,156.041667,3.395833
2001-10-02,0.014647,78.0,52.125,192.291667,2.85
2001-10-03,0.015235,70.75,84.125,247.5,3.679167
2001-10-04,0.012235,69.666667,84.791667,246.458333,2.85
2001-10-05,0.019941,66.166667,84.583333,192.958333,3.658333
2001-10-06,0.027118,65.625,77.791667,207.916667,3.066667
2001-10-07,0.030529,66.416667,74.208333,195.833333,3.570833
